Supplier Name,Zip Code,Department,Amount
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Public Information,1230.66
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Recreation,27130.32
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Restricted Donations,6309.14
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Sheriff,11839.00
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,State's Attorney,7744.88
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Technology Services,113904.20
L-3 NATIONAL SECURITY SOLUTIONS INC,90051,Transportation,46396.70
L-3 SERVICES INC,90051,Board of Elections,3466.05
L-3 SERVICES INC,90051,Circuit Court,21700.32
L-3 SERVICES INC,90051,Community Engagement Cluster,2744.16
L-3 SERVICES INC,90051,Community Use of Public Facilities,4167.14
L-3 SERVICES INC,90051,Consumer Protection,967.67
L-3 SERVICES INC,90051,Correction and Rehabilitation,17904.44
L-3 SERVICES INC,90051,County Attorney,3624.73
L-3 SERVICES INC,90051,County Council,3961.36
L-3 SERVICES INC,90051,County Executive,1045.04
L-3 SERVICES INC,90051,Economic Development,10678.82
L-3 SERVICES INC,90051,Emergency Management and Homeland Security,13693.21
L-3 SERVICES INC,90051,Environmental Protection,31317.09
L-3 SERVICES INC,90051,Finance,11998.48
L-3 SERVICES INC,90051,Fire and Rescue Service,24514.98
L-3 SERVICES INC,90051,General Services,40002.84
L-3 SERVICES INC,90051,Housing and Community Affairs,624.98
L-3 SERVICES INC,90051,Human Resources,5107.29
L-3 SERVICES INC,90051,Human Rights,490.85
L-3 SERVICES INC,90051,Inspector General,2056.28
L-3 SERVICES INC,90051,Intergovernmental Relations,3279.84
L-3 SERVICES INC,90051,Legislative Oversight,1046.24
L-3 SERVICES INC,90051,Liquor Control,16837.41
L-3 SERVICES INC,90051,Management and Budget,11106.67
L-3 SERVICES INC,90051,Non-Departmental Accounts,3862389.77
L-3 SERVICES INC,90051,Permitting Services,4005.32
L-3 SERVICES INC,90051,Police,119440.45
L-3 SERVICES INC,90051,Public Information,467.98
L-3 SERVICES INC,90051,Recreation,2658.59
L-3 SERVICES INC,90051,Sheriff,1333.05
L-3 SERVICES INC,90051,State's Attorney,15420.21
L-3 SERVICES INC,90051,Technology Services,393188.15
L-3 SERVICES INC,90051,Transportation,570844.83
L-3 SERVICES INC,90051,Zoning and Administrative Hearings,72.80
LA FAMILIA III,20904,Health and Human Services,30936.92
LAAKE ENTERPRISES INC,21075,Fire and Rescue Service,92140.66
LAAKE ENTERPRISES INC,21227,Fire and Rescue Service,156049.72
LABATT USA OPERATING CO LLC,14202,Liquor Control,361887.32
LABATT USA OPERATING CO LLC,14202,Not Defined,5357.02
LABORATORY CORP OF AMERIC,27216,Health and Human Services,888.85
LABORATORY CORP OF AMERIC,27216,Human Resources,66293.57
LABORATORY CORPORATION OF AMERICA,24216,Correction and Rehabilitation,10229.64
LABORATORY CORPORATION OF AMERICA,24216,Human Resources,45531.11
LABORATORY CORPORATION OF AMERICA,27216,Correction and Rehabilitation,28735.31
LABORATORY CORPORATION OF AMERICA,27216,Health and Human Services,17439.69
LABORATORY CORPORATION OF AMERICA,27216,Human Resources,106153.22
LAKEFOREST OWNER LLC,20877,General Services,5137.06
LAKEFOREST OWNER LLC,20877,Recreation,665.00
LAKEFOREST OWNER LLC,30384,General Services,36097.06
LANCASTER FOODS LLC,20794,Correction and Rehabilitation,156278.11
LANIADO WHOLESALE MAINTENANCE PRODUCTS,20850,Correction and Rehabilitation,184804.68
LANIADO WHOLESALE MAINTENANCE PRODUCTS,20850,Fire and Rescue Service,38919.45
LANIADO WHOLESALE MAINTENANCE PRODUCTS,20850,General Services,12656.42
LANIADO WHOLESALE MAINTENANCE PRODUCTS,20850,Not Defined,49876.65
LANTERNA DISTRIBUTORS INC,21223,Liquor Control,11799.39
LANTERNA DISTRIBUTORS INC,21230,Liquor Control,260849.12
LAPHAM SALES & MARKETING DBA LAPHAM IMPORT COMPANY,33169,Liquor Control,186033.59
LAPINSKI'S LANDSCAPING INC,20861,Transportation,48480.00
LATIN AMERICAN YOUTH CENTER INC,20009,Economic Development,573984.45
LATIN AMERICAN YOUTH CENTER INC,20009,Health and Human Services,139466.30
LATIN AMERICAN YOUTH CENTER INC,20009,Non-Departmental Accounts,18923.20
LATIN AMERICAN YOUTH CENTER INC,20009,Not Defined,1666.67
LATIN AMERICAN YOUTH CENTER INC,20910,Economic Development,36858.81
LATINO ECONOMIC DEVELOPMENT CORP,20009,Environmental Protection,225.00
LATINO ECONOMIC DEVELOPMENT CORP,20009,Housing and Community Affairs,5270.01
LATINO ECONOMIC DEVELOPMENT CORP,20009,Non-Departmental Accounts,203360.04
LAW ENFORCEMENT OUTREACH INC,20886,Police,26145.00
LAW OFFICES JONATHAN S SHURBERG PC,20910,County Attorney,86324.50
LAWSON PRODUCTS INC,60674,Fire and Rescue Service,17238.62
LAWSON PRODUCTS INC,60674,Not Defined,8597.06
LAWSON PRODUCTS INC,60674,Technology Services,948.87
LAWSON PRODUCTS INC,60674,Transportation,1995.01
LAWSON PRODUCTS INC,60680,Fire and Rescue Service,16597.70
LAWSON PRODUCTS INC,60680,Not Defined,11934.55
LAYTONSVILLE FIRE DEPT,20879,Fire and Rescue Service,935.18
LAYTONSVILLE FIRE DEPT,20882,Fire and Rescue Service,60820.00
LAYTONSVILLE LANDSCAPING INC,20882,Not Defined,23424.20
LAYTONSVILLE LANDSCAPING INC,20882,Transportation,23639.00
LAYTONSVILLE VETERINARY PRACTICE LLC,20882,Police,25118.99
LAYTONSVILLE VETERINARY PRACTICE LLC,20882,Sheriff,412.50
LEGAL AID BUREAU INC,20850,Non-Departmental Accounts,40000.00
LEGAL AID BUREAU INC,21202,Health and Human Services,76832.00
LEGENDS LTD,21237,Liquor Control,896261.37
LEICA GEOSYSTEMS INC,30353,Transportation,28099.86
LEONA RENE MEDDAUGLN,20735,Housing and Community Affairs,33937.00
LERCH EARLY & BREWER CHARTERED,20814,Circuit Court,2500.00
LERCH EARLY & BREWER CHARTERED,20814,General Services,2756789.83
LESTER OMAR CERON CALDERO,21771,Transportation,100102.22
LEXISNEXIS,19170,Circuit Court,22112.00
LEXISNEXIS,19170,Correction and Rehabilitation,134.94
LEXISNEXIS,19170,County Attorney,32032.00
LEXISNEXIS,19170,Fire and Rescue Service,233.41
LEXISNEXIS,19170,Health and Human Services,693.50
LEXISNEXIS,19170,Non-Departmental Accounts,4230.00
LEXISNEXIS MATTHEW BENDER & CO INC,12204,Circuit Court,6787.76
LEXISNEXIS MATTHEW BENDER & CO INC,12204,County Council,198.00
LEXISNEXIS MATTHEW BENDER & CO INC,19170,Correction and Rehabilitation,102.98
LEXISNEXIS MATTHEW BENDER & CO INC,19170,County Attorney,21661.97
LEXISNEXIS MATTHEW BENDER & CO INC,19170,County Council,163.34
LEXISNEXIS MATTHEW BENDER & CO INC,19170,Economic Development,54.01
LEXISNEXIS MATTHEW BENDER & CO INC,19170,Police,6128.80
LEXISNEXIS MATTHEW BENDER & CO INC,19170,Sheriff,50.49
LIBERTY GROVE UNITED,20866,Health and Human Services,38684.00
LIBERTY LOCK & SECURITY INC,20850,Board of Elections,1363.00
LIBERTY LOCK & SECURITY INC,20850,Correction and Rehabilitation,70.00
LIBERTY LOCK & SECURITY INC,20850,Fire and Rescue Service,7955.30
LIBERTY LOCK & SECURITY INC,20850,General Services,72908.46
LIBERTY LOCK & SECURITY INC,20850,Health and Human Services,721.39
LIBERTY LOCK & SECURITY INC,20850,Liquor Control,72.00
LIBERTY LOCK & SECURITY INC,20850,Non-Departmental Accounts,290.00
LIBERTY LOCK & SECURITY INC,20850,Not Defined,28160.19
LIBERTY LOCK & SECURITY INC,20850,Police,943.50
LIBERTY LOCK & SECURITY INC,20850,Transportation,274.25
LIBERTY'S PROMISE,22314,Housing and Community Affairs,23859.03
LIBERTY'S PROMISE,22314,Non-Departmental Accounts,82219.06
LIBRARY IDEAS LLC,22116,Public Libraries,112500.00
LIFE TECHNOLOGIES CORPORATION,60693,Police,26325.84
LIGHTING MAINTENANCE INC,21090,Community Engagement Cluster,99160.34
LIGHTING MAINTENANCE INC,21090,Transportation,1046425.15
LINDSAY FORD LLC,20902,Community Engagement Cluster,44154.88
LINDSAY FORD LLC,20902,Environmental Protection,23811.19
LINDSAY FORD LLC,20902,Fire and Rescue Service,21034.15
LINDSAY FORD LLC,20902,General Services,420578.59
LINKS MEDIA LLC,20850,Environmental Protection,28955.45
LINKS MEDIA LLC,20878,Environmental Protection,63470.53
"LIONBRIDGE GLOBAL SOLUTIONS II, INC",15251,Health and Human Services,30027.26
LITERACY COUNCIL OF MONTGOMERY COUNTY MARYLAND INC,20850,Public Libraries,138532.50
LKC TECHNOLOGIES INC,20879,Restricted Donations,100000.00
LOCUM TENENS,30009,Health and Human Services,64161.56
LOGOS IMAGING LLC,80538,Fire and Rescue Service,59181.33
LONG FENCE COMPANY,21113,Environmental Protection,4856.00
LONG FENCE COMPANY,21113,General Services,34194.00
LONG FENCE COMPANY,21113,Transportation,542.25
LOOMIS SAYLES & COMPANY LP,19170,Non-Departmental Accounts,895367.81
LOOPER SERVICECENTER,20850,Fire and Rescue Service,2775.38
LOOPER SERVICECENTER,20850,Not Defined,49721.99
LOS ANGELES CAPITAL MANAGEMENT AND EQUITY RESEARCH INC,90025,Non-Departmental Accounts,414256.69
LOUIS H D OVIDIO,20850,County Council,40848.00
LOVING CARE CHILD CARE CENTER,20910,Health and Human Services,50228.00
LUKMIRE PARTNERSHIP INC,22206,General Services,1487714.22
LUNEAU USA INC,6880,Liquor Control,309508.28
LUTHER CONTRACTING LLC,20872,Transportation,149027.50
LUXCO SPIRITED BRANDS,63139,Liquor Control,320330.52
M & T BANK,14203,Housing and Community Affairs,325342.00
M C FUHRMAN & ASSOCIATES LLC,8033,Environmental Protection,203507.46
M LUIS PRODUCTS LLC,20850,Transportation,3511.14
M LUIS PRODUCTS LLC,21202,Transportation,57283.52
M R HOPKINS INC,21710,Transportation,26860.00
M&T BANK,21201,Debt Service,1124282.69
M&T BANK,21201,Fire and Rescue Service,281.88
M&T BANK,21264,Fire and Rescue Service,749.63
MACCHU PISCO LLC,20817,Liquor Control,30355.80
MACKEY GROUP HOME,20853,Health and Human Services,42840.80
MADIHA BOUTROS,20817,Health and Human Services,26912.00
MAF CONSULTING SERVICES LLC,20906,County Executive,141600.00
MAGAZINE FOX RUN LP,20876,Housing and Community Affairs,56770.00
MAJESTIC FINE WINE,95403,Liquor Control,1444407.35
MANAGED CARE INNOVATIONS LLC,23220,Correction and Rehabilitation,69560.19
MANAGED CARE INNOVATIONS LLC,23220,Finance,39167022.63
MANETH GRAVELL,20861,Recreation,26391.75
MANNA FOOD CENTER INC,20877,County Council,2500.00
MANNA FOOD CENTER INC,20877,Health and Human Services,205552.88
MANNA FOOD CENTER INC,20877,Non-Departmental Accounts,25152.88
MANSFIELD OIL COMPANY,31193,Environmental Protection,415842.02
MANSFIELD OIL COMPANY,31193,Fire and Rescue Service,182918.70
MANSFIELD OIL COMPANY,31193,Not Defined,10409779.36
MANTONI MOBILE DENTISTRY,20910,Health and Human Services,130955.40
MANUEL LUIS CONSTRUCTION,21202,Transportation,16006499.85
MAR-LYN INC,20850,Health and Human Services,105390.18
MARATHON,WC2H9,Non-Departmental Accounts,1230950.88
MARGARET BROWER DBA H2O FITNESS,20906,Recreation,44834.14
MARGARET F BARE,20816,County Council,46421.00
MARIA PEKO-RIOS,20906,Health and Human Services,67053.00
MARK W KUGLER,20904,CIP,430740.50
MARK W KUGLER,20904,General Services,6275.00
MARK W KUGLER,20904,Transportation,860899.76
MARKUS ENTERPRISES INC,21771,Transportation,31632.50
MARY I HARWOOD DBA HARWOOD CONSTRUCTION,20882,Transportation,29660.00
MARY'S CENTER FOR MATERNAL & CHILD CARE INC,20009,Health and Human Services,37400.00
MARY'S CENTER FOR MATERNAL & CHILD CARE INC,20009,Non-Departmental Accounts,39337.68
MARYLAND ASSOCIATION OF COUNTIES INC,21401,Non-Departmental Accounts,55292.00
MARYLAND CAPITAL TRUST,33140,Not Defined,31152.40
MARYLAND CHILD SERVICES INC,21765,Health and Human Services,53827.00
MARYLAND CHILD SUPPORT AC,21297,Finance,2208.77
MARYLAND CHILD SUPPORT AC,21297,Not Defined,2114001.78
MARYLAND DEPARTMENT OF HOUSING AND COMMUNITY DEVELOPMENT,21032,Housing and Community Affairs,255000.00
MARYLAND DEPARTMENT OF HUMAN RESOURCES,21201,Health and Human Services,345675.00
MARYLAND DEPT OF AGRICUL,21401,Economic Development,261879.16
MARYLAND DEPT OF AGRICUL,21401,Environmental Protection,1750.00
MARYLAND DEPT OF BUSINESS,21202,Economic Development,719300.00
MARYLAND DEPT OF HEALTH,21201,Health and Human Services,82469.90
MARYLAND DEPT OF HEALTH,21203,Health and Human Services,51200.40
MARYLAND ECONOMIC DEVELOPMENT CORPORATION,21201,Debt Service,30718.75
MARYLAND ECONOMIC DEVELOPMENT CORPORATION,21201,Economic Development,650000.00
MARYLAND ENVIRONMENTAL SERVICE,21108,Environmental Protection,6470050.27
MARYLAND ENVIRONMENTAL SERVICE,21108,Transportation,431046.01
MARYLAND FIRE EQUIP CORP,20852,Fire and Rescue Service,79486.57
MARYLAND FIRE EQUIP CORP,20852,Transportation,45.00
MARYLAND FIRE EQUIPMENT CORP,20852,Correction and Rehabilitation,204.00
MARYLAND FIRE EQUIPMENT CORP,20852,Fire and Rescue Service,953111.42
MARYLAND FIRE EQUIPMENT CORP,20852,Liquor Control,121.03
MARYLAND FIRE EQUIPMENT CORP,20852,Transportation,1926.00
MARYLAND ISRAEL,21202,Non-Departmental Accounts,32657.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Board of Appeals,34563.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,CIP,8864786.01
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Community Use of Public Facilities,1000288.75
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Countywide Generic,849000.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Emergency Management and Homeland Security,47924.12
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Environmental Protection,1946903.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Not Defined,105098697.53
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Recreation,70760.97
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Technology Services,17025.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Transportation,10240.39
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Zoning and Administrative Hearings,17718.82
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20841,Recreation,1164.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20855,Recreation,4018.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20901,Recreation,25898.21
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20901,Restricted Donations,192.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20902,Recreation,9753.12
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20903,Health and Human Services,250.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20903,Non-Departmental Accounts,86953.92
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20906,Police,15934.55
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20906,Recreation,2926.86
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20910,Housing and Community Affairs,6000.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20910,Non-Departmental Accounts,254840.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20910,Transportation,257.20
MARYLAND RECREATION AND PARKS ASSOCIATION INC,20716,Recreation,28773.00
MARYLAND SOFTBALL UMPIRE,20704,Recreation,58586.00
MARYLAND SPORTS ASSOCIATION INC,20817,Recreation,29942.25
MARYLAND STATE HIGHWAY,21076,Transportation,150.00
MARYLAND STATE HIGHWAY,21203,Transportation,38449.95
MARYLAND TECHNOLOGY,21044,Economic Development,33769.20
MARYLAND TRANSIT ADMINISTRATION,21202,Transportation,148619.11
MARYLAND TREATMENT CENTERS,20853,Health and Human Services,1176.72
MARYLAND TREATMENT CENTERS,21229,Health and Human Services,4848736.02
MARYLAND VIETNAMESE MUTUAL ASSOCIATION,20910,Health and Human Services,63200.71
MARYLAND WORKERS COMPENSATION COMMISSION,21202,Finance,517954.69
MASS BAY BREWING CO,2210,Liquor Control,119930.70
MASS BAY BREWING CO,2210,Not Defined,896.00
MATTHEW BENDER & CO,19170,Circuit Court,56247.08
MATTHEW BENDER & CO,19170,Housing and Community Affairs,387.21
MATTHEW BENDER & CO,19170,Intergovernmental Relations,90.19
MATTHEW BENDER & CO,19170,Police,235.72
MATTHEW BENDER & CO INC,12204,State's Attorney,11093.23
MATTHEW BENDER & CO INC,19170,Circuit Court,3415.93
MATTHEW BENDER & CO INC,19170,Intergovernmental Relations,839.64
MATTHEW BENDER & CO INC,19170,Public Libraries,7114.39
MATTHEW BENDER & CO INC,19170,State's Attorney,39220.04
MATTHEW BENDER & CO INC,19170,Transportation,547.30
MATTHEW S COHEN,20832,Recreation,31257.00
MAURICE VEKEMAN,20832,Recreation,35288.00
MBM MECHANICAL CONTRACTOR,20601,General Services,68311.00
MC VOLUNTEER FIRE & RESCUE,20849,Fire and Rescue Service,286500.00
MCANDREW CO INC,20036,Transportation,2511.00
MCANDREW CO INC,20814,Transportation,35237.50
MCCORMICK TAYLOR INC,19103,Environmental Protection,978937.92
MCDONOUGH BOLYARD PECK INC,21044,General Services,32583.00
MCDONOUGH BOLYARD PECK INC,22031,General Services,228984.01
MCDONOUGH BOLYARD PECK INC,22031,Transportation,14150.28
MCGEO/UFCW-LOCAL 1994,20877,County Attorney,2030.00
MCGEO/UFCW-LOCAL 1994,20877,Human Resources,1051.89
MCGEO/UFCW-LOCAL 1994,20877,Not Defined,2578849.68
MCKENNON SHELTON & HENN LLP,21202,Debt Service,105577.31
MD DEPT OF,21201,Health and Human Services,522622.15
MD STATE DEPT OF EDUCATION,21201,Health and Human Services,42768.36
MD STATE OFFICE OF,0,Not Defined,24827668.75
MD STATE OFFICE OF,21202,Correction and Rehabilitation,885.50
MD STATE OFFICE OF,21411,Not Defined,13815220.66
MD STATE RETIREMENT,21201,Not Defined,626984.01
MD STATE RETIREMENT,21202,Countywide Generic,1122822.00
MD STATE RETIREMENT,21202,Fire and Rescue Service,6653.00
MD STATE RETIREMENT,21202,Non-Departmental Accounts,1135590.00
MD STATE RETIREMENT,21202,Not Defined,24471.61
MD TL LLC,70154,Not Defined,3551315.15
MEAD TREE & TURF CARE INC,21765,Transportation,79715.00
MEALS ON WHEELS OF CENTRAL MARYLAND,21224,Health and Human Services,693992.03
MEALS ON WHEELS OF WHEATO,20895,Health and Human Services,30841.56
MEDOCRACY INC,22032,Human Resources,1982310.96
MEDSOURCE COMMUNITY SVC,21769,Health and Human Services,25951.33
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Health and Human Services,2961857.25
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Housing and Community Affairs,11948.22
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Non-Departmental Accounts,100440.21
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Restricted Donations,241.69
MEP LLC,21297,Correction and Rehabilitation,77612.79
MEPI AND I LLC,19067,Non-Departmental Accounts,78059.97
MERCURY PUBLIC AFFAIRS LLC,10022,Intergovernmental Relations,45996.00
MERRILL LYNCH,2241,Debt Service,109383.58
METRO PETROLEUM INC,20872,Fire and Rescue Service,516.13
METRO PETROLEUM INC,20872,Non-Departmental Accounts,84112.29
METRO PETROLEUM INC,20872,Recreation,81112.55
METRO RENTALS INC,20879,Environmental Protection,58872.85
METRO RENTALS INC,20879,Not Defined,4853.73
METRO RENTALS INC,21784,Not Defined,5034.27
METROPOLITAN DEVELOPMENT CORP,20895,Non-Departmental Accounts,108182.75
METROPOLITAN ROLLING DOOR,21046,Fire and Rescue Service,64771.50
METROPOLITAN ROLLING DOOR,21046,General Services,41896.40
METROPOLITAN ROLLING DOOR,21046,Liquor Control,3542.00
METROPOLITAN ROLLING DOOR,21046,Not Defined,60976.40
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Correction and Rehabilitation,750.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Environmental Protection,49950.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Health and Human Services,2000.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Human Resources,3000.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Non-Departmental Accounts,767173.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Police,1175.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Technology Services,3000.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Transportation,4878.90
METROPOLITAN WASHINGTON EAR INC,20904,Health and Human Services,63159.31
METROPOLITAN WASHINGTON SOCCER REFEREES ASSOCIATION INC,20906,Recreation,85563.00
MGH COMMUNITY HEALTH INC,20832,Health and Human Services,221608.49
MHP 610-614 SSA LLC,20904,Housing and Community Affairs,33086.21
MHP EDINBURGH HOUSE LP,20904,Housing and Community Affairs,84410.19
MHP HALPHINE LP,20904,Housing and Community Affairs,127836.75
MHP PARKVIEW TOWERS LP,20904,Housing and Community Affairs,68838.00
MHP TOWN CENTRE INC,20904,Housing and Community Affairs,1404612.64
MHW LTD,11030,Liquor Control,578505.13
MICHAEL J KARLIN,20817,Finance,39974.58
MICHAEL R DOWNEY SELECTIONS INC,22079,Liquor Control,106653.76
MID-ATLANTIC RESCUE,21702,Fire and Rescue Service,47132.49
MID-ATLANTIC SERVICES GROUP INC,20901,Transportation,944987.55
MIDDLETON & MEADS CO INC,21230,Fire and Rescue Service,9014.21
MIDDLETON & MEADS CO INC,21230,General Services,447801.03
MIDLANTIC MARKING INC,20898,Transportation,328664.40
MIDORIS CORPORATE,20874,Recreation,53874.84
MIDWEST RETAIL ACQUISITIO,43234,Liquor Control,40072.25
MIDWEST TAPE LLC,43528,Public Libraries,520001.03
MILES & STOCKBRIDGE PC,20850,CIP,1142227.80
MILES & STOCKBRIDGE PC,20850,Economic Development,1797443.80
MILES & STOCKBRIDGE PC,20850,Housing and Community Affairs,50000.00
MILES & STOCKBRIDGE PC,20850,Transportation,328089.41
MILESTONE APARTMENTS,20876,Health and Human Services,3736.00
MILESTONE APARTMENTS,20876,Housing and Community Affairs,25228.00
MILESTONE CONSTRUCTION SERVICES INC,20166,General Services,4353099.94
MILESTONE CONSTRUCTION SERVICES INC,20166,Non-Departmental Accounts,305000.00
MILESTONE CONSTRUCTION SERVICES INC,20166,Not Defined,-427585.52
MILESTONE TOWING,20876,Police,36998.00
MILESTONE TOWING,20885,Police,28418.00
MILLER BREWING COMPANY,53201,Liquor Control,12985920.00
MILLER BREWING COMPANY,53201,Not Defined,213135.45
MILLER BREWING COMPANY,60673,Liquor Control,230945.95
MILLER BREWING COMPANY,60673,Not Defined,4466.00
MIMAR INC,20879,Correction and Rehabilitation,906.00
MIMAR INC,20879,Health and Human Services,70.20
MIMAR INC,20879,Recreation,25145.23
MINARA CONSTRUCTION CO,20903,Housing and Community Affairs,40780.00
MINDS IN MOTION CHILD CARE LLC,20879,Health and Human Services,29239.00
MINISTRIES UNITED SILVER SPRING TAKOMA PARK INC,20910,Housing and Community Affairs,31807.95
MINISTRIES UNITED SILVER SPRING TAKOMA PARK INC,20910,Non-Departmental Accounts,16078.58
MJ MANAGEMENT SERVICES LLC,21209,Transportation,85680.00
MMS INC,20118,Not Defined,77329.50
MMS INC,20118,Transportation,21389.00
MOBILE MEDICAL CARE INC,20814,Health and Human Services,179690.72
MOBILE MEDICAL CARE INC,20814,Housing and Community Affairs,3729.31
MOBILE MEDICAL CARE INC,20814,Non-Departmental Accounts,42286.45
MOBILE MEDICAL IMAGING LLC,20904,Correction and Rehabilitation,38860.20
MOET HENNESSY USA,10011,Liquor Control,3872525.57
MONDO VINO,21237,Liquor Control,113074.02
MONDRIAN INVESTMENT GROUP US INC,44193,Non-Departmental Accounts,615805.25
MONOCACY CUSTOM SERVICES INC,20838,Transportation,211867.50
MONOGRAM BIOSCIENCES INC,94139,Health and Human Services,28306.41
MONSIEUR TOUTON SELECTION,21205,Liquor Control,1822348.47
MONTEBELLO BRANDS INC,21222,Liquor Control,33011.75
MONTEBELLO BRANDS INC,21264,Liquor Control,42837.25
MONTGOMERY BUSINESS DEVELOPMENT CORPORATION,20854,Economic Development,500000.00
MONTGOMERY CARDIOLOGY,20850,Correction and Rehabilitation,29945.83
MONTGOMERY CHILD CARE INC,20852,Health and Human Services,48432.00
MONTGOMERY CO CAREER FIRE FIGHTERS,20850,County Attorney,1803.50
MONTGOMERY CO CAREER FIRE FIGHTERS,20850,Not Defined,793072.80
MONTGOMERY CO HUMANE SOCIETY,20850,County Council,90.00
MONTGOMERY CO HUMANE SOCIETY,20850,Police,1643022.62
MONTGOMERY CO MD,20849,Transportation,115.00
MONTGOMERY CO MD,20850,Not Defined,1000000.00
MONTGOMERY CO MD,20854,Correction and Rehabilitation,73176.80
MONTGOMERY CO PUB SCHOOL,20850,Board of Appeals,73.88
MONTGOMERY CO PUB SCHOOL,20850,CIP,234000000.00
MONTGOMERY CO PUB SCHOOL,20850,Community Use of Public Facilities,5218542.60
MONTGOMERY CO PUB SCHOOL,20850,Countywide Generic,1407957591.00
MONTGOMERY CO PUB SCHOOL,20850,Environmental Protection,396609.00
MONTGOMERY CO PUB SCHOOL,20850,Finance,1381779.53
MONTGOMERY CO PUB SCHOOL,20850,General Services,215449.25
MONTGOMERY CO PUB SCHOOL,20850,Health and Human Services,4421252.98
MONTGOMERY CO PUB SCHOOL,20850,Non-Departmental Accounts,217764.00
MONTGOMERY CO PUB SCHOOL,20850,Not Defined,118096.50
MONTGOMERY CO PUB SCHOOL,20850,Recreation,11357.88
MONTGOMERY CO PUB SCHOOL,20874,Circuit Court,453.40
MONTGOMERY CO PUB SCHOOL,20874,Recreation,604.10
MONTGOMERY CO PUB SCHOOL,20874,Restricted Donations,308.90
MONTGOMERY COALITION FOR ADULT ENGLISH LITERACY,20852,Community Engagement Cluster,1200.00
MONTGOMERY COALITION FOR ADULT ENGLISH LITERACY,20852,Non-Departmental Accounts,716058.00
MONTGOMERY COLLEGE,20850,Correction and Rehabilitation,30795.00
MONTGOMERY COLLEGE,20850,Countywide Generic,95728735.00
MONTGOMERY COLLEGE,20850,Economic Development,517406.27
MONTGOMERY COLLEGE,20850,Environmental Protection,69121.00
MONTGOMERY COLLEGE,20850,Health and Human Services,187698.79
MONTGOMERY COLLEGE,20850,Human Resources,19628.31
MONTGOMERY COLLEGE,20850,Management and Budget,600.00
MONTGOMERY COLLEGE,20850,Not Defined,46568376.42
MONTGOMERY COLLEGE,20876,Fire and Rescue Service,250.00
MONTGOMERY COLLEGE,20877,Health and Human Services,100.00
MONTGOMERY COLLEGE,20910,Public Libraries,84.00
MONTGOMERY COLLEGE FOUNDATION,20850,Health and Human Services,54111.00
MONTGOMERY COMMUNITY TV,20855,Correction and Rehabilitation,812.50
