Supplier Name,Zip Code,Department,Amount
MAR-LYN INC,20850,Health and Human Services,115600.72
MARATHON,WC2H9,Non-Departmental Accounts,1226496.81
MARGARET BROWER DBA H2O FITNESS,20906,Recreation,31873.55
MARGARET F BARE,20816,County Council,42237.00
MARIA V QUEZADA,20012,Health and Human Services,30300.00
MARK J WULFF,20874,Correction and Rehabilitation,33433.28
MARK W KUGLER,20904,CIP,693364.06
MARK W KUGLER,20904,Transportation,5465.00
MARKUS ENTERPRISES INC,21771,Transportation,25707.70
MARRIOTT,20852,Non-Departmental Accounts,125567.00
MARTY A. HOWARD,21029,General Services,52585.00
MARTY A. HOWARD,21029,Health and Human Services,2500.00
MARY I HARWOOD DBA HARWOOD CONSTRUCTION,20882,Transportation,68415.00
MARY'S CENTER FOR MATERNAL & CHILD CARE INC,20009,Health and Human Services,24750.00
MARY'S CENTER FOR MATERNAL & CHILD CARE INC,20009,Non-Departmental Accounts,6117.40
MARYLAND ASSOCIATION OF COUNTIES INC,21401,Non-Departmental Accounts,55292.00
MARYLAND ASSOCIATION OF COUNTIES INC,21613,Health and Human Services,7278.00
MARYLAND CHILD SERVICES INC,21765,Health and Human Services,47521.00
MARYLAND CHILD SUPPORT AC,21297,Not Defined,1772953.51
MARYLAND CLEAN ENERGY CTR,20850,Environmental Protection,286200.00
MARYLAND DEPARTMENT OF HUMAN RESOURCES,21201,Health and Human Services,404050.00
MARYLAND DEPARTMENT OF LABOR LICENSING & REGULATION,21201,Economic Development,30508.00
MARYLAND DEPARTMENT OF LABOR LICENSING & REGULATION,21201,Restricted Donations,45.00
MARYLAND DEPT OF AGRICUL,21401,Economic Development,1181413.73
MARYLAND DEPT OF AGRICUL,21401,Environmental Protection,1575.00
MARYLAND DEPT OF AGRICUL,21401,Police,100.00
MARYLAND DEPT OF HEALTH,21201,Health and Human Services,27897.30
MARYLAND DEPT OF HEALTH,21203,Health and Human Services,115495.10
MARYLAND ECONOMIC DEVELOPMENT CORPORATION,21201,Debt Service,40396.88
MARYLAND ECONOMIC DEVELOPMENT CORPORATION,21201,Economic Development,1142000.00
MARYLAND ENVIRONMENTAL SERVICE,21108,Environmental Protection,7395309.82
MARYLAND ENVIRONMENTAL SERVICE,21108,Transportation,357259.22
MARYLAND FIRE EQUIP CORP,20852,Fire and Rescue Service,176465.31
MARYLAND FIRE EQUIP CORP,20852,Not Defined,13016.93
MARYLAND FIRE EQUIPMENT CORP,20852,Fire and Rescue Service,32166.43
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,CIP,10407365.83
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Community Use of Public Facilities,294998.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Countywide Generic,785000.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Not Defined,94008245.65
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Recreation,82065.99
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20737,Transportation,27165.64
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20841,Recreation,1967.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20855,Recreation,1248.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20901,Board of Elections,6184.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20901,Non-Departmental Accounts,79707.76
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20901,Recreation,189815.00
MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMMISSION,20910,Technology Services,89700.00
MARYLAND SOFTBALL UMPIRE,20704,Recreation,58650.50
MARYLAND SPORTS ASSOCIATION INC,20817,Recreation,81341.40
MARYLAND STATE ARCHIVES,21401,Transportation,85460.02
MARYLAND STATE DEPARTMENT OF EDUCATION,21201,Correction and Rehabilitation,234.85
MARYLAND STATE DEPARTMENT OF EDUCATION,21201,Health and Human Services,134938.27
MARYLAND TREATMENT CENTERS,21229,Health and Human Services,3612777.88
MIDORIS CORPORATE,20874,Recreation,57664.77
MARYLAND VIETNAMESE MUTUAL ASSOCIATION,20902,Health and Human Services,8572.64
MARYLAND VIETNAMESE MUTUAL ASSOCIATION,20910,Health and Human Services,54465.85
MARYLAND VIETNAMESE MUTUAL ASSOCIATION,20910,Housing and Community Affairs,3476.64
MARYLAND WORKERS COMPENSATION COMMISSION,21202,Finance,552192.79
MASCARI II INC,20910,Health and Human Services,34578.45
MASIMO AMERICAS INC,90051,Emergency Management and Homeland Security,1042800.00
MASS BAY BREWING CO,02210,Liquor Control,93379.98
MASS BAY BREWING CO,02210,Not Defined,5646.31
MATTHEW BENDER & CO,19170,Circuit Court,30872.85
MATTHEW BENDER & CO,19170,County Attorney,282.77
MATTHEW BENDER & CO,19170,Intergovernmental Relations,364.86
MATTHEW BENDER & CO,19170,Police,218.40
MATTHEW BENDER & CO INC,19170,Circuit Court,4931.01
MATTHEW BENDER & CO INC,19170,County Council,132.18
MATTHEW BENDER & CO INC,19170,Economic Development,48.75
MATTHEW BENDER & CO INC,19170,Fire and Rescue Service,113.46
MATTHEW BENDER & CO INC,19170,Intergovernmental Relations,2228.26
MATTHEW BENDER & CO INC,19170,Public Libraries,6935.02
MATTHEW BENDER & CO INC,19170,State's Attorney,29543.42
MATTHEW BENDER & CO INC,19170,Transportation,513.19
MATTHEW S COHEN,20832,Recreation,5013.00
MATTHEW S COHEN,20855,Recreation,22064.00
MAURICE VEKEMAN,20832,Recreation,29234.00
MC VOLUNTEER FIRE & RESCUE,20849,Fire and Rescue Service,249813.28
MCCORMICK TAYLOR INC,19103,Environmental Protection,278384.32
MCGEO/UFCW-LOCAL 1994,20877,Not Defined,2719116.29
MCI,15250,Economic Development,39.52
MCI,60055,Transportation,27335.50
MCKENNON SHELTON & HENN LLP,21202,Debt Service,146511.54
MCSHEA MANAGEMENT INC,15251,Non-Departmental Accounts,135258.61
MCV ASSOCIATES INC,22312,Transportation,39758.26
MD DEPT OF,21201,Health and Human Services,522389.79
MD STATE OFFICE OF,21202,Correction and Rehabilitation,3880.10
MD STATE OFFICE OF,21411,Not Defined,38100170.36
MD STATE RETIREMENT,21201,Not Defined,552654.78
MD STATE RETIREMENT,21202,Countywide Generic,1197264.00
MD STATE RETIREMENT,21202,Fire and Rescue Service,6653.00
MD STATE RETIREMENT,21202,Human Resources,3.00
MD STATE RETIREMENT,21202,Non-Departmental Accounts,1030360.00
MD STATE RETIREMENT,21202,Sheriff,15868.00
MDBIO INC,20850,Economic Development,50000.00
MEALS ON WHEELS OF CENTRAL MARYLAND,21224,Health and Human Services,46569.12
MEALS ON WHEELS OF CENTRAL MARYLAND,21224,Non-Departmental Accounts,9907.00
MEALS ON WHEELS OF WHEATO,20895,Health and Human Services,31470.66
MEDOCRACY INC,22101,Human Resources,1817118.38
NICE LEGS LLC,20166,Not Defined,1762.23
MEDSOURCE COMMUNITY SVC,21769,Health and Human Services,41215.13
MEDTOX LABORATORIES INC,55485,Correction and Rehabilitation,22911.20
MEDTOX LABORATORIES INC,55485,Health and Human Services,40331.04
MEDTOX LABORATORIES INC,55485,Human Resources,185730.04
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Emergency Management and Homeland Security,10000.00
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Health and Human Services,2641366.16
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Housing and Community Affairs,20658.05
MENTAL HEALTH ASSOCIATION OF MONTGOMERY COUNTY,20851,Non-Departmental Accounts,32020.23
MEP LLC,21297,Correction and Rehabilitation,46751.45
MEPI AND I LLC,19067,Non-Departmental Accounts,66254.78
MERCER US INC,28290,Human Resources,404190.00
MERCER US INC,28290,Non-Departmental Accounts,43285.00
MERCY HEALTH CLINIC,20878,Health and Human Services,50000.00
MERRILL LYNCH,10080,Debt Service,61914.14
MERRYVALE VINEYARDS,94574,Liquor Control,32443.00
METRO INFECTIOUS DISEASE CONSULTANTS,20854,Correction and Rehabilitation,26101.00
METROPOLITAN DEVELOPMENT CORP,20895,Non-Departmental Accounts,105590.75
METROPOLITAN ROLLING DOOR,21046,General Services,34277.60
METROPOLITAN ROLLING DOOR,21046,Liquor Control,3675.00
METROPOLITAN ROLLING DOOR,21046,Transportation,9000.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Correction and Rehabilitation,500.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Environmental Protection,4950.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Non-Departmental Accounts,742928.00
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Police,64.20
NATIONAL SUPPORT SERVICES,75267,Board of Elections,1571.85
METROPOLITAN WASHINGTON COUNCIL OF GOVERNMENTS,20002,Transportation,30.20
METROPOLITAN WASHINGTON EAR INC,20904,Health and Human Services,37832.25
METROPOLITAN WASHINGTON SOCCER REFEREE ASSOC INC,20002,Transportation,3655.00
METROPOLITAN WASHINGTON SOCCER REFEREE ASSOC INC,20814,Recreation,112237.00
MEXCOR INTERNATIONAL,77078,Liquor Control,34217.50
MGH COMMUNITY HEALTH INC,20832,Health and Human Services,285749.20
MHP FLOWER-MAPLE LLC,20904,Housing and Community Affairs,399181.00
MHP MAPLE TOWERS LLC,20904,Housing and Community Affairs,3092544.16
MHP SCATTERED SITES,20850,Housing and Community Affairs,2090.00
MHP SCATTERED SITES,20904,Housing and Community Affairs,52750.00
MHP TWINBROOK LLC,20850,Health and Human Services,410.00
MHP TWINBROOK LLC,20904,Housing and Community Affairs,55251.13
MHW LTD,11030,Liquor Control,484872.34
MHW LTD,11030,Not Defined,35717.04
MICHAEL A FERRARA,20906,County Executive,47714.40
MICHAEL R DOWNEY SELECTIONS INC,22204,Liquor Control,54522.00
MICHAEL R DOWNEY SELECTIONS INC,22204,Not Defined,3729.30
MIDDLETON & MEADS CO INC,21230,Fire and Rescue Service,19611.91
MIDDLETON & MEADS CO INC,21230,General Services,89459.55
MIDWEST RETAIL ACQUISITIO,43234,Liquor Control,44362.65
MIDWEST TAPE LLC,43528,Public Libraries,127146.20
MIDWEST TAPE LLC,43528,Restricted Donations,18718.12
MILESTONE APARTMENTS,20876,Health and Human Services,25452.67
MILESTONE APARTMENTS,20876,Housing and Community Affairs,22866.00
MILESTONE CONSTRUCTION SERVICES INC,20166,General Services,986078.00
MILESTONE CONSTRUCTION SERVICES INC,20166,Not Defined,227556.80
MILFORD MILL LTD PARTNERS,20007,Non-Departmental Accounts,74463.31
MILLER & VAN EATON PLLC,20036,Technology Services,182056.70
MILLER BREWING COMPANY,53201,Liquor Control,8954779.79
MILLER BREWING COMPANY,53201,Not Defined,824037.16
MILLER MILLER & CANBY,20850,Transportation,4850000.00
MIRANT MID-ATLANTIC LLC,30338,Non-Departmental Accounts,65250.00
MMS INC,20118,Not Defined,108570.00
MMS INC,20118,Transportation,8123.20
MOBILE MEDICAL CARE INC,20814,Health and Human Services,135850.73
MOET HENNESSY USA,10011,Liquor Control,3773795.75
MOET HENNESSY USA,10011,Not Defined,2381.40
MOLINA CONSTRUCTION INC,20781,General Services,42132.50
MOLINA CONSTRUCTION INC,20781,Not Defined,65786.75
MONDO VINO,21237,Liquor Control,203056.85
MONDO VINO,21237,Not Defined,14015.66
MONDRIAN INVESTMENT GROUP US INC,19801,Non-Departmental Accounts,157196.53
MONDRIAN INVESTMENT GROUP US INC,44193,Non-Departmental Accounts,490031.69
MONOCACY CUSTOM SERVICES INC,20838,General Services,5951.76
MONOCACY CUSTOM SERVICES INC,20838,Recreation,7542.96
MONOCACY CUSTOM SERVICES INC,20838,Transportation,167777.16
MONSIEUR TOUTON SELECTION,21205,Liquor Control,1766159.15
MONSIEUR TOUTON SELECTION,21205,Not Defined,139119.41
MONTEBELLO BRANDS INC,21222,Liquor Control,41575.75
MONTEBELLO BRANDS INC,21264,Liquor Control,29083.25
MONTGOMERY AVIATION LTD,20879,Transportation,28282.93
MONTGOMERY CHILD CARE INC,20852,Health and Human Services,28323.00
MONTGOMERY CO CAREER FIRE FIGHTERS,20850,Not Defined,757763.23
MONTGOMERY CO HUMANE SOCIETY,20850,Police,1601711.69
MONTGOMERY CO PUB SCHOOL,00000,Countywide Generic,49990510.00
MONTGOMERY CO PUB SCHOOL,00000,Not Defined,2575235.81
MONTGOMERY CO PUB SCHOOL,20850,CIP,184500000.00
MONTGOMERY CO PUB SCHOOL,20850,Community Use of Public Facilities,4579373.93
MONTGOMERY CO PUB SCHOOL,20850,Countywide Generic,1330106626.00
MONTGOMERY CO PUB SCHOOL,20850,Environmental Protection,196.26
MONTGOMERY CO PUB SCHOOL,20850,Finance,1290115.60
MONTGOMERY CO PUB SCHOOL,20850,General Services,197102.36
MONTGOMERY CO PUB SCHOOL,20850,Health and Human Services,5355452.92
MONTGOMERY CO PUB SCHOOL,20850,Non-Departmental Accounts,192042.70
MONTGOMERY CO PUB SCHOOL,20850,Not Defined,50000.00
MONTGOMERY CO PUB SCHOOL,20850,Police,1280.06
MONTGOMERY CO PUB SCHOOL,20850,Recreation,49540.39
MONTGOMERY CO PUB SCHOOL,20850,Restricted Donations,285.00
MONTGOMERY CO PUB SCHOOL,20874,Human Rights,1252.40
MONTGOMERY COALITION FOR ADULT ENGLISH LITERACY,20852,Non-Departmental Accounts,672063.00
MONTGOMERY COALITION FOR ADULT ENGLISH LITERACY,20895,Non-Departmental Accounts,45787.00
MONTGOMERY COLLEGE,20850,CIP,48395972.22
MONTGOMERY COLLEGE,20850,Commission for Women,1393.04
MONTGOMERY COLLEGE,20850,County Council,46.53
MONTGOMERY COLLEGE,20850,Countywide Generic,99367830.00
MONTGOMERY COLLEGE,20850,Health and Human Services,157352.01
MONTGOMERY COLLEGE,20850,Human Resources,5344.20
MONTGOMERY COLLEGE,20850,Public Information,2600.00
MONTGOMERY COLLEGE,20850,Restricted Donations,3741.96
MONTGOMERY COLLEGE,20876,Police,250.00
MONTGOMERY COLLEGE,20876,Recreation,1110.00
MONTGOMERY COLLEGE,20912,Restricted Donations,500.00
MONTGOMERY COLLEGE FOUNDATION,20850,Health and Human Services,56000.00
MONTGOMERY COMMUNITY COLL,20850,Human Resources,42400.00
MONTGOMERY COMMUNITY TV,00000,Technology Services,8579.86
MONTGOMERY COMMUNITY TV,20855,General Services,885.64
MONTGOMERY COMMUNITY TV,20855,Technology Services,2458769.13
MONTGOMERY COMMUNITY TV,20855,Transportation,125.00
MONTGOMERY CONCRETE INC,20849,Not Defined,29883.94
MONTGOMERY COUNTY CHAMBER OF COMMERCE,20850,Economic Development,25950.00
MONTGOMERY COUNTY CHAMBER OF COMMERCE,20850,Fire and Rescue Service,1000.00
MONTGOMERY COUNTY COALITION,20850,Health and Human Services,2056279.58
MONTGOMERY COUNTY COALITION,20850,Housing and Community Affairs,1540863.27
MONTGOMERY COUNTY COALITION,20850,Non-Departmental Accounts,48805.40
MONTGOMERY COUNTY COALITION FOR THE HOMELESS,20850,Health and Human Services,250110.83
MONTGOMERY COUNTY COALITION FOR THE HOMELESS,20850,Housing and Community Affairs,524753.39
MONTGOMERY COUNTY COALITION FOR THE HOMELESS,20850,Non-Departmental Accounts,32116.85
MONTGOMERY COUNTY COLLABORATION COUNCIL FOR CHILDREN YOUTH AND FAMILIES INC,20852,Health and Human Services,824987.00
MONTGOMERY COUNTY COLLABORATION COUNCIL FOR CHILDREN YOUTH AND FAMILIES INC,20852,Housing and Community Affairs,30019.00
MONTGOMERY COUNTY COLLABORATION COUNCIL FOR CHILDREN YOUTH AND FAMILIES INC,20852,Non-Departmental Accounts,158232.00
MONTGOMERY COUNTY COLLABORATION COUNCIL FOR CHILDREN YOUTH AND FAMILIES INC,20855,Health and Human Services,15887.00
MONTGOMERY COUNTY DEPT,20850,Health and Human Services,942273.44
MONTGOMERY COUNTY DEPT,20850,Housing and Community Affairs,1640420.02
"MONTGOMERY COUNTY FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH, INC.",20850,Housing and Community Affairs,5457.32
"MONTGOMERY COUNTY FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH, INC.",20850,Non-Departmental Accounts,508.61
"MONTGOMERY COUNTY FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH, INC.",20854,Correction and Rehabilitation,72557.17
"MONTGOMERY COUNTY FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH, INC.",20902,Health and Human Services,9207.21
"MONTGOMERY COUNTY FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH, INC.",20904,Health and Human Services,201533.30
MONTGOMERY COUNTY HISTOR,20850,Non-Departmental Accounts,47842.40
MONTGOMERY COUNTY HISTOR,20850,Recreation,4500.00
MONTGOMERY COUNTY MARYLAND BAR FOUNDATION,00000,Restricted Donations,500.00
MONTGOMERY COUNTY MARYLAND BAR FOUNDATION,20850,Health and Human Services,49391.08
MONTGOMERY COUNTY MUSLIM FOUNDATION INC,20877,Non-Departmental Accounts,72955.72
MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,Correction and Rehabilitation,546.00
MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,Countywide Generic,80500000.00
MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,Health and Human Services,1245.96
MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,Liquor Control,53.43
MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,Restricted Donations,505.00
MONTGOMERY COUNTY PUBLIC SCHOOLS,20902,Health and Human Services,340.00
MONTGOMERY DIVE CLUB LLC,21771,Recreation,28908.10
MONTGOMERY GENERAL HOSPITAL,20832,Emergency Management and Homeland Security,124452.64
MONTGOMERY HOUSING PARTNERSHIP INC,20902,Housing and Community Affairs,37879.41
MONTGOMERY HOUSING PARTNERSHIP INC,20904,Health and Human Services,342.00
MONTGOMERY HOUSING PARTNERSHIP INC,20904,Housing and Community Affairs,224720.33
MONTGOMERY MEDICAL ASSOCIATES P C,20850,Correction and Rehabilitation,130853.30
MONTGOMERY MUNICIPAL CABLE,20895,Technology Services,618973.74
MONTGOMERY SERVICES LLC,20837,Police,64412.00
MONTGOMERY STROKE & TURN,20861,Recreation,215133.68
MONTGOMERY WEED CONTROL,20855,Economic Development,30000.00
MOODYS INVESTORS SERVICE,30368,Debt Service,106880.00
MORGAN DESIGN GROUP,21117,General Services,21542.15
MORGAN DESIGN GROUP,21157,General Services,23443.18
MORGAN LEWIS & BOCKIUS LL,19178,Non-Departmental Accounts,42440.00
MORGANS INC,20018,Fire and Rescue Service,8184.42
MORGANS INC,20018,Police,30315.42
MORGANS INC,20018,Sheriff,339.04
MORGANS INC,20018,Transportation,22183.24
MOROVISION NIGHT VISION INC,92653,Police,198396.00
MORPHOTRAK INC,92807,Police,41611.00
MORTONS INC,20885,Police,62379.00
"MOTOROLA SOLUTIONS, INC.",21046,Fire and Rescue Service,793.70
"MOTOROLA SOLUTIONS, INC.",21076,Transportation,7490.66
"MOTOROLA SOLUTIONS, INC.",30384,Fire and Rescue Service,38803.64
"MOTOROLA SOLUTIONS, INC.",30384,Health and Human Services,107097.44
"MOTOROLA SOLUTIONS, INC.",30384,Technology Services,21862752.84
"MOTOROLA SOLUTIONS, INC.",30384,Transportation,82397.26
"MOTOROLA SOLUTIONS, INC.",60196,Emergency Management and Homeland Security,158556.00
MOUNT CALVARY BAPTIST CHURCH,20850,Health and Human Services,254159.31
MOXLEY WELDING & MACHINE,21154,Not Defined,147464.91
SAZERAC CO,60677,Liquor Control,22655.06
MSL INTERNATIONAL CHILDREN CENTER,20874,Health and Human Services,43300.00
MSL INTERNATIONAL CHILDRENS CENTER LLC,20874,Health and Human Services,25703.00
MUDDY BRANCH SQ LTD PTNSH,22102,Liquor Control,219851.04
MULHERON TREE EXPERTS INC,20895,Transportation,49886.50
MUNICIPAL EMERGENCY SERVICES INC,21795,Fire and Rescue Service,25793.69
MUNICIPAL EMERGENCY SERVICES INC,28216,Fire and Rescue Service,76059.02
MUNICIPAL EMERGENCY SERVICES INC,28260,Correction and Rehabilitation,5779.50
MUNICIPAL EMERGENCY SERVICES INC,28260,Fire and Rescue Service,257478.18
MUNICIPAL EMERGENCY SERVICES INC,28260,General Services,4500.00
MUSLIM COMMUNITY CENTER INC,20905,Non-Departmental Accounts,46652.50
MVM INC,20147,Board of Elections,4563.60
MVM INC,20147,Transportation,94074.03
MVM INC,22038,Transportation,1033722.85
NAGESHWARA RAO BEKKAM DBA FAIRLAND MEDICAL TRANSPORTATION,20904,Transportation,53100.00
NANA DESIGN LLC,20902,Community Engagement Cluster,2550.00
NANA DESIGN LLC,20902,Environmental Protection,35071.25
NANCY FARHOOD,20878,Health and Human Services,26906.25
NANCY L SPENCER GRIGSBY,38101,Not Defined,75274.46
NATIONAL CAPITAL BNAI,20906,Health and Human Services,36246.00
NATIONAL CAPITAL INDUSTRI,20710,Not Defined,88646.51
NATIONAL CAPITAL INDUSTRI,20710,Transportation,5401.39
NATIONAL CAPTIONING,20151,Technology Services,123386.48
NATIONAL CENTER FOR CHILDREN & FAMILIES INC,20817,Health and Human Services,1241016.32
NATIONAL CENTER FOR CHILDREN & FAMILIES INC,20817,Housing and Community Affairs,427275.00
NATIONAL CENTER FOR CHILDREN & FAMILIES INC,20817,Non-Departmental Accounts,29462.50
NATIONAL HISPANIC COMMUNICATIONS GROUP,20902,Public Information,24100.00
NATIONAL HISPANIC COMMUNICATIONS GROUP,20902,Technology Services,15200.00
NATIONAL INSTITUTE OF BUILDING SCIENCES,20005,General Services,28849.00
NATIONAL PLANNING CORPORATION,21084,Non-Departmental Accounts,36900.00
NATIONAL SAFETY SUPPLY IN,21755,Fire and Rescue Service,35739.51
NATIONAL SUPPORT SERVICES,17055,Health and Human Services,15058.80
NATIONAL SUPPORT SERVICES,17055,Technology Services,23517.38
NATIONAL SUPPORT SERVICES,75267,Circuit Court,6270.70
NATIONAL SUPPORT SERVICES,75267,Community Use of Public Facilities,208.95
NATIONAL SUPPORT SERVICES,75267,County Attorney,5283.62
NATIONAL SUPPORT SERVICES,75267,County Council,933.45
NATIONAL SUPPORT SERVICES,75267,Finance,7642.95
NATIONAL SUPPORT SERVICES,75267,Fire and Rescue Service,942.90
NATIONAL SUPPORT SERVICES,75267,General Services,32418.31
NATIONAL SUPPORT SERVICES,75267,Housing and Community Affairs,1046.85
NICE LEGS LLC,20166,Liquor Control,32367.53
NATIONAL SUPPORT SERVICES,75267,Human Resources,942.90
NATIONAL SUPPORT SERVICES,75267,Liquor Control,945.97
NATIONAL SUPPORT SERVICES,75267,Management and Budget,208.95
NATIONAL SUPPORT SERVICES,75267,Police,1466.85
NATIONAL SUPPORT SERVICES,75267,Recreation,612.15
NATIONAL SUPPORT SERVICES,75267,Sheriff,142.05
NATIONAL SUPPORT SERVICES,75267,Technology Services,18217.95
NATIONAL SUPPORT SERVICES,75267,Transportation,3135.35
NATIONAL VISION ADMINISTRATORS LLC,07013,Human Resources,540308.68
NATIONAL VISION ADMINISTRATORS LLC,19175,Human Resources,55149.40
NATURES TREES INC,20850,Transportation,49970.00
NEAL R GROSS & CO INC,20005,Environmental Protection,145.00
NEAL R GROSS & CO INC,20005,Human Resources,27900.41
NELSON TRUCKING LLC,20876,Transportation,258267.66
NEOGENIX ONCOLOGY INC,20850,Finance,100000.00
NETWORK ENGINEERING & RESOURCES DEVELOPMENT SPECIALISTS LLC,20914,Emergency Management and Homeland Security,6875.45
NETWORK ENGINEERING & RESOURCES DEVELOPMENT SPECIALISTS LLC,20914,Transportation,332669.54
NEW DAWN TECHNOLOGIES INC,84321,Technology Services,29000.00
NEW LAWNS INC,20876,Not Defined,1603.28
NEW LAWNS INC,20876,Transportation,214305.95
NEW PARROTT & CO,94550,Liquor Control,178434.00
NEW PARROTT & CO,94550,Not Defined,8960.00
NEW YORK STATE CHILD,12212,Not Defined,32612.43
NEXTEL,60197,Board of Elections,6332.06
NEXTEL,60197,Community Engagement Cluster,3348.10
NEXTEL,60197,Correction and Rehabilitation,1042.39
NEXTEL,60197,Emergency Management and Homeland Security,4672.35
NEXTEL,60197,Environmental Protection,2506.52
NEXTEL,60197,General Services,52287.06
NEXTEL,60197,Housing and Community Affairs,17289.22
NEXTEL,60197,Intergovernmental Relations,578.57
NEXTEL,60197,Regional Services Centers,3277.34
NEXTEL,60197,Technology Services,10889.06
NEXTEL,60197,Transportation,33082.39
NEXTEL COMMUNICATIONS,60197,Correction and Rehabilitation,14378.09
NEXTEL COMMUNICATIONS,60197,General Services,312.23
NEXTEL COMMUNICATIONS,60197,Health and Human Services,27.99
NEXTEL COMMUNICATIONS,60197,Intergovernmental Relations,427.42
NEXTEL COMMUNICATIONS,60197,Permitting Services,2879.28
NEXTEL COMMUNICATIONS,60197,Recreation,57.91
NEXTEL COMMUNICATIONS,60197,Regional Services Centers,603.12
NEXTEL COMMUNICATIONS,60197,Transportation,24889.26
NEXTEL COMMUNICATIONS INC,60197,Correction and Rehabilitation,8655.85
NEXTEL COMMUNICATIONS INC,60197,General Services,1777.96
NEXTEL COMMUNICATIONS INC,60197,Recreation,406.87
NEXTEL COMMUNICATIONS INC,60197,Regional Services Centers,379.79
NEXTEL COMMUNICATIONS INC,60197,Transportation,26525.04
NGUYEN X PHAN,22003,Housing and Community Affairs,25900.00
NICHE IMPORTERS,09727,Liquor Control,34461.40
NICHE IMPORTERS,09727,Not Defined,2068.90
NISHIMOTO TRADING CO LTD,21075,Liquor Control,24997.68
NISHIMOTO TRADING CO LTD,21075,Not Defined,3513.80
NOBLE LIFE SCIENCES INC,20850,Finance,50000.00
NOBLE VINTNERS INC,21230,Liquor Control,46086.32
NOBLE VINTNERS INC,21230,Not Defined,5772.96
NOLAND COMPANY,20109,General Services,58999.48
NOLAND COMPANY,20852,General Services,17615.78
NOLAND COMPANY,20852,Transportation,325.12
NOLAND COMPANY,20910,General Services,851.54
NOLAND COMPANY,20910,Transportation,9.51
NOLAND COMPANY,21701,General Services,2613.48
NOMURA CORPORATE RESEARCH,10281,Non-Departmental Accounts,597758.42
NORTH FARM CITIZENS ASSOCIATION,20852,Transportation,26071.64
NORTHEAST MD WASTE DISPOSAL,21201,Environmental Protection,37846712.26
NORTHERN VIRGINIA AREA,22305,Environmental Protection,244.72
NORTHERN VIRGINIA AREA,22305,Health and Human Services,48645.03
NORTHERN VIRGINIA SUPPLY INC,21297,Fire and Rescue Service,30169.06
NORTHERN VIRGINIA SUPPLY INC,22153,Fire and Rescue Service,16542.34
NORTHERN VIRGINIA SUPPLY INC,22153,Not Defined,238921.10
NORTHERN VIRGINIA SUPPLY INC,22153,Transportation,231.04
NORTHROP GRUMMAN COMM SYS,60603,Technology Services,143493.94
NORTHROP GRUMMAN COMM SYS,60695,Technology Services,182924.59
NORTHROP GRUMMAN INFORMAT,20151,Police,483792.68
NORTHROP GRUMMAN INFORMAT,20151,Technology Services,667621.38
NORTHROP GRUMMAN INFORMAT,60695,Technology Services,58177.52
NORTHROP GRUMMAN SYSTEMS CORPORATION,20171,Police,1157641.41
NUMERIC INVESTORS LLC,02210,Non-Departmental Accounts,1063133.00
NURSING ENTERPRISES INC,20016,Health and Human Services,290134.69
NUTRITION INC,20020,Health and Human Services,46465.08
NUTRITION INC,20030,Health and Human Services,640823.38
Not Applicable,,Not Defined,3501276.87
O'CONNELL & LAWRENCE  INC,20832,Transportation,181304.90
O'CONNELL & LAWRENCE INC,20832,Transportation,668351.45
OBRIEN & GERE INC OF,13221,Environmental Protection,262253.08
OCLC ONLINE COMPUTER,19182,Public Libraries,37479.21
OCLC ONLINE COMPUTER,19182,Restricted Donations,9124.86
